Transaction_ID,Timestamp,District,Payment_Method,Order_Value_AED,RTO_Flag,Distance_KM,Temperature_C,Is_Ramadan,Delivery_Cost_AED
TXN_014685,2026-05-02 04:00:00,International City,COD,90.74,0,20,39,0,20.0
TXN_014686,2026-02-02 03:00:00,Business Bay,Tabby_BNPL,270.07,0,21,44,0,20.5
TXN_014687,2026-01-09 08:00:00,JVC,COD,74.07,1,33,37,0,41.5
TXN_014688,2026-01-16 02:00:00,Business Bay,COD,1032.92,1,9,44,0,29.5
TXN_014689,2026-02-02 02:00:00,JVC,Tabby_BNPL,290.67,0,9,38,0,14.5
TXN_014690,2026-02-26 03:00:00,International City,COD,98.58,0,34,31,1,27.0
TXN_014691,2026-03-31 18:00:00,Dubai Marina,ApplePay,334.93,0,22,42,0,21.0
TXN_014692,2026-05-30 04:00:00,Al Barsha,Credit_Card,708.94,0,30,28,0,25.0
TXN_014693,2026-02-20 04:00:00,Dubai Hills,Credit_Card,739.41,0,18,40,1,19.0
TXN_014694,2026-03-07 17:00:00,International City,COD,528.12,0,14,45,1,17.0
TXN_014695,2026-03-05 16:00:00,International City,Aani_Instant,70.44,0,34,41,1,27.0
TXN_014696,2026-03-30 23:00:00,Al Barsha,COD,65.65,0,15,29,0,17.5
TXN_014697,2026-03-24 02:00:00,Al Barsha,ApplePay,327.67,0,9,42,0,14.5
TXN_014698,2026-04-10 17:00:00,Al Barsha,COD,407.3,1,13,30,0,31.5
TXN_014699,2026-03-25 20:00:00,Al Barsha,COD,237.39,1,16,27,0,33.0
TXN_014700,2026-02-01 05:00:00,Dubai Hills,ApplePay,123.74,0,8,39,0,14.0
TXN_014701,2026-01-23 08:00:00,Business Bay,ApplePay,348.86,0,28,45,0,24.0
TXN_014702,2026-01-11 11:00:00,Business Bay,Tabby_BNPL,90.55,1,17,34,0,33.5
TXN_014703,2026-05-07 05:00:00,International City,Tabby_BNPL,857.35,0,26,45,0,23.0
TXN_014704,2026-03-01 18:00:00,Dubai Marina,COD,464.77,0,8,35,1,14.0
TXN_014705,2026-04-19 12:00:00,Dubai Hills,ApplePay,79.69,0,31,43,0,25.5
TXN_014706,2026-05-08 10:00:00,Dubai Hills,COD,66.81,0,33,34,0,26.5
TXN_014707,2026-02-19 21:00:00,Al Barsha,COD,70.29,0,10,48,1,15.0
TXN_014708,2026-01-20 14:00:00,JVC,Tabby_BNPL,267.44,0,13,31,0,16.5
TXN_014709,2026-02-09 21:00:00,Business Bay,Tabby_BNPL,136.33,1,15,27,0,32.5
TXN_014710,2026-01-19 12:00:00,International City,COD,220.02,1,34,27,0,42.0
TXN_014711,2026-02-08 15:00:00,JVC,COD,218.48,0,9,39,0,14.5
TXN_014712,2026-02-27 15:00:00,Business Bay,COD,184.44,0,23,29,1,21.5
TXN_014713,2026-05-13 15:00:00,Business Bay,COD,143.79,0,33,37,0,26.5
TXN_014714,2026-05-11 22:00:00,International City,Aani_Instant,1189.13,1,21,37,0,35.5
TXN_014715,2026-02-24 08:00:00,Dubai Hills,Credit_Card,134.41,1,25,40,1,37.5
TXN_014716,2026-01-03 23:00:00,Dubai Hills,ApplePay,210.43,0,14,30,0,17.0
TXN_014717,2026-04-17 11:00:00,Dubai Hills,COD,269.11,0,5,38,0,12.5
TXN_014718,2026-04-20 17:00:00,International City,COD,74.64,0,8,40,0,14.0
TXN_014719,2026-02-01 10:00:00,International City,COD,275.63,0,7,27,0,13.5
TXN_014720,2026-03-10 00:00:00,JVC,Credit_Card,221.74,0,22,46,1,21.0
TXN_014721,2026-02-21 18:00:00,Al Barsha,Aani_Instant,69.56,0,5,44,1,12.5
TXN_014722,2026-01-01 12:00:00,Dubai Marina,Tabby_BNPL,121.12,0,29,42,0,24.5
TXN_014723,2026-02-04 04:00:00,Dubai Marina,Credit_Card,3064.24,0,35,46,0,27.5
TXN_014724,2026-05-26 19:00:00,Dubai Marina,Tabby_BNPL,176.35,1,6,25,0,28.0
TXN_014725,2026-05-06 23:00:00,Business Bay,Tabby_BNPL,324.38,0,17,34,0,18.5
TXN_014726,2026-04-30 09:00:00,Al Barsha,ApplePay,62.0,0,16,42,0,18.0
TXN_014727,2026-05-02 23:00:00,Dubai Marina,Aani_Instant,1101.66,0,24,45,0,22.0
TXN_014728,2026-03-14 20:00:00,JVC,Aani_Instant,248.7,0,10,31,1,15.0
TXN_014729,2026-05-20 17:00:00,JVC,COD,112.96,1,15,43,0,32.5
TXN_014730,2026-02-09 17:00:00,Dubai Marina,Tabby_BNPL,56.44,0,20,31,0,20.0
TXN_014731,2026-02-08 14:00:00,JVC,Credit_Card,115.4,0,32,31,0,26.0
TXN_014732,2026-05-26 10:00:00,Business Bay,ApplePay,624.09,0,28,39,0,24.0
TXN_014733,2026-03-19 14:00:00,Dubai Marina,Credit_Card,174.57,0,35,23,1,27.5
TXN_014734,2026-03-26 17:00:00,International City,COD,199.79,1,30,39,0,40.0
TXN_014735,2026-04-16 10:00:00,International City,Tabby_BNPL,227.39,0,10,39,0,15.0
TXN_014736,2026-01-07 12:00:00,Business Bay,COD,164.46,0,16,28,0,18.0
TXN_014737,2026-01-23 13:00:00,International City,COD,277.2,0,18,30,0,19.0
TXN_014738,2026-01-22 19:00:00,Al Barsha,COD,243.63,0,15,39,0,17.5
TXN_014739,2026-05-11 17:00:00,Dubai Hills,Aani_Instant,50.38,0,13,34,0,16.5
TXN_014740,2026-05-29 23:00:00,Dubai Hills,ApplePay,237.01,0,6,48,0,13.0
TXN_014741,2026-02-27 14:00:00,JVC,Credit_Card,434.59,0,10,22,1,15.0
TXN_014742,2026-02-01 16:00:00,Business Bay,ApplePay,149.2,0,8,41,0,14.0
TXN_014743,2026-03-13 00:00:00,Business Bay,COD,446.22,0,21,45,1,20.5
TXN_014744,2026-01-22 22:00:00,Dubai Hills,ApplePay,80.79,0,30,30,0,25.0
TXN_014745,2026-03-05 18:00:00,Al Barsha,Aani_Instant,702.72,0,31,24,1,25.5
TXN_014746,2026-02-13 16:00:00,Business Bay,Credit_Card,333.21,0,10,28,0,15.0
TXN_014747,2026-01-24 14:00:00,JVC,COD,508.93,0,26,40,0,23.0
TXN_014748,2026-01-10 01:00:00,Dubai Hills,Aani_Instant,59.27,0,23,40,0,21.5
TXN_014749,2026-04-19 12:00:00,Business Bay,ApplePay,186.95,0,12,40,0,16.0
TXN_014750,2026-03-13 21:00:00,Al Barsha,Credit_Card,259.1,0,10,44,1,15.0
TXN_014751,2026-02-28 19:00:00,International City,COD,170.4,1,6,44,1,28.0
TXN_014752,2026-04-23 02:00:00,Dubai Marina,Tabby_BNPL,687.6,0,23,29,0,21.5
TXN_014753,2026-05-09 19:00:00,Business Bay,COD,659.78,0,25,34,0,22.5
TXN_014754,2026-04-19 14:00:00,Business Bay,ApplePay,938.19,1,29,40,0,39.5
TXN_014755,2026-02-26 04:00:00,JVC,COD,496.26,0,18,34,1,19.0
TXN_014756,2026-02-02 08:00:00,International City,Credit_Card,53.17,0,19,24,0,19.5
TXN_014757,2026-03-10 21:00:00,Dubai Hills,ApplePay,576.47,1,28,36,1,39.0
TXN_014758,2026-02-01 22:00:00,International City,COD,111.91,0,34,39,0,27.0
TXN_014759,2026-02-26 17:00:00,Al Barsha,COD,317.95,0,5,36,1,12.5
TXN_014760,2026-05-31 14:00:00,International City,COD,53.61,0,23,38,0,21.5
TXN_014761,2026-03-25 12:00:00,Business Bay,Tabby_BNPL,288.66,0,30,43,0,25.0
TXN_014762,2026-03-25 01:00:00,Dubai Marina,Aani_Instant,133.03,0,33,25,0,26.5
TXN_014763,2026-04-14 04:00:00,Dubai Marina,ApplePay,805.06,0,21,31,0,20.5
TXN_014764,2026-05-08 22:00:00,Al Barsha,Credit_Card,511.74,0,5,24,0,12.5
TXN_014765,2026-02-10 17:00:00,Business Bay,Tabby_BNPL,462.9,0,35,28,0,27.5
TXN_014766,2026-04-01 16:00:00,Dubai Hills,COD,65.45,0,17,24,0,18.5
TXN_014767,2026-01-15 15:00:00,Dubai Hills,Aani_Instant,366.34,0,15,40,0,17.5
TXN_014768,2026-03-15 22:00:00,Business Bay,Aani_Instant,212.33,0,13,27,1,16.5
TXN_014769,2026-03-03 22:00:00,JVC,Tabby_BNPL,479.6,0,9,29,1,14.5
TXN_014770,2026-01-06 19:00:00,International City,ApplePay,527.73,0,20,25,0,20.0
TXN_014771,2026-01-17 18:00:00,Dubai Hills,Credit_Card,562.61,0,7,39,0,13.5
TXN_014772,2026-02-19 22:00:00,Business Bay,Tabby_BNPL,73.23,0,13,38,1,16.5
TXN_014773,2026-04-18 03:00:00,Al Barsha,ApplePay,317.41,0,35,26,0,27.5
TXN_014774,2026-05-08 08:00:00,International City,COD,132.63,1,11,42,0,30.5
TXN_014775,2026-05-27 22:00:00,Al Barsha,ApplePay,216.05,0,14,23,0,17.0
TXN_014776,2026-05-04 07:00:00,Al Barsha,Credit_Card,531.72,0,13,47,0,16.5
TXN_014777,2026-04-19 09:00:00,Al Barsha,COD,633.3,1,29,23,0,39.5
TXN_014778,2026-01-18 19:00:00,Dubai Marina,ApplePay,573.62,0,33,47,0,26.5
TXN_014779,2026-05-24 02:00:00,Al Barsha,COD,148.7,0,16,45,0,18.0
TXN_014780,2026-04-17 12:00:00,JVC,ApplePay,260.37,0,21,38,0,20.5
TXN_014781,2026-03-28 12:00:00,JVC,Credit_Card,196.58,0,7,35,0,13.5
TXN_014782,2026-04-09 07:00:00,Dubai Marina,COD,64.9,0,21,27,0,20.5
TXN_014783,2026-03-15 14:00:00,JVC,COD,112.23,0,13,34,1,16.5
TXN_014784,2026-05-12 02:00:00,Dubai Hills,ApplePay,789.64,0,6,28,0,13.0
TXN_014785,2026-01-22 03:00:00,International City,COD,258.66,1,25,43,0,37.5
TXN_014786,2026-05-25 18:00:00,Al Barsha,ApplePay,319.5,0,9,47,0,14.5
TXN_014787,2026-02-04 04:00:00,Dubai Hills,Tabby_BNPL,509.16,0,14,23,0,17.0
TXN_014788,2026-02-13 18:00:00,JVC,Credit_Card,112.64,0,20,25,0,20.0
TXN_014789,2026-01-09 12:00:00,Al Barsha,COD,534.94,0,23,43,0,21.5
TXN_014790,2026-05-06 08:00:00,International City,Aani_Instant,78.83,0,32,29,0,26.0
TXN_014791,2026-03-19 03:00:00,Business Bay,ApplePay,281.1,0,26,26,1,23.0
TXN_014792,2026-03-12 05:00:00,Business Bay,ApplePay,179.28,0,9,36,1,14.5
TXN_014793,2026-02-24 07:00:00,JVC,Tabby_BNPL,129.73,0,18,26,1,19.0
TXN_014794,2026-02-15 07:00:00,JVC,Aani_Instant,1103.64,0,28,33,0,24.0
TXN_014795,2026-02-08 06:00:00,Business Bay,ApplePay,274.63,0,19,45,0,19.5
TXN_014796,2026-02-03 22:00:00,International City,COD,174.47,1,32,42,0,41.0
TXN_014797,2026-01-17 08:00:00,JVC,COD,160.63,0,33,47,0,26.5
TXN_014798,2026-03-31 11:00:00,Dubai Hills,ApplePay,103.39,0,18,37,0,19.0
TXN_014799,2026-02-02 17:00:00,Dubai Hills,Aani_Instant,56.85,0,34,33,0,27.0
TXN_014800,2026-02-02 02:00:00,JVC,COD,87.75,0,9,46,0,14.5
TXN_014801,2026-03-28 09:00:00,Dubai Marina,COD,517.61,0,34,26,0,27.0
TXN_014802,2026-03-02 02:00:00,Business Bay,Aani_Instant,461.85,0,35,43,1,27.5
TXN_014803,2026-02-25 13:00:00,Al Barsha,Credit_Card,93.84,0,7,28,1,13.5
TXN_014804,2026-04-16 17:00:00,Dubai Marina,Credit_Card,84.22,0,14,34,0,17.0
TXN_014805,2026-04-22 12:00:00,Dubai Hills,Aani_Instant,376.31,0,20,34,0,20.0
TXN_014806,2026-05-26 23:00:00,International City,COD,113.84,1,19,39,0,34.5
TXN_014807,2026-03-09 14:00:00,International City,COD,153.85,0,7,22,1,13.5
TXN_014808,2026-01-04 02:00:00,Dubai Hills,Credit_Card,261.14,0,22,24,0,21.0
TXN_014809,2026-05-11 16:00:00,Al Barsha,ApplePay,580.34,1,27,29,0,38.5
TXN_014810,2026-01-20 19:00:00,Al Barsha,COD,83.71,0,7,47,0,13.5
TXN_014811,2026-04-05 07:00:00,Dubai Hills,Credit_Card,143.11,0,14,48,0,17.0
TXN_014812,2026-03-12 16:00:00,Al Barsha,COD,778.78,0,19,31,1,19.5
TXN_014813,2026-04-05 12:00:00,International City,COD,326.69,0,30,39,0,25.0
TXN_014814,2026-01-10 11:00:00,JVC,Tabby_BNPL,272.14,0,35,37,0,27.5
TXN_014815,2026-03-19 03:00:00,Business Bay,Aani_Instant,220.39,0,35,45,1,27.5
TXN_014816,2026-03-10 03:00:00,Al Barsha,Tabby_BNPL,731.78,0,26,41,1,23.0
TXN_014817,2026-03-10 12:00:00,International City,COD,728.23,0,13,39,1,16.5
TXN_014818,2026-01-28 19:00:00,Al Barsha,COD,395.52,0,10,34,0,15.0
TXN_014819,2026-02-13 06:00:00,Business Bay,Credit_Card,166.99,0,28,27,0,24.0
TXN_014820,2026-02-02 20:00:00,Dubai Hills,ApplePay,396.27,0,26,31,0,23.0
TXN_014821,2026-01-22 14:00:00,JVC,COD,305.95,0,26,25,0,23.0
TXN_014822,2026-02-09 17:00:00,International City,Tabby_BNPL,252.94,0,29,48,0,24.5
TXN_014823,2026-04-30 21:00:00,Business Bay,Tabby_BNPL,284.04,0,26,23,0,23.0
TXN_014824,2026-05-06 03:00:00,Dubai Hills,Tabby_BNPL,125.46,0,19,45,0,19.5
TXN_014825,2026-03-14 16:00:00,International City,Tabby_BNPL,249.3,0,5,25,1,12.5
TXN_014826,2026-04-24 08:00:00,Dubai Hills,Tabby_BNPL,70.06,0,15,41,0,17.5
TXN_014827,2026-03-09 09:00:00,Business Bay,Credit_Card,780.71,0,32,31,1,26.0
TXN_014828,2026-02-15 12:00:00,Dubai Marina,Credit_Card,190.24,0,8,37,0,14.0
TXN_014829,2026-01-05 18:00:00,Dubai Hills,Aani_Instant,73.76,0,7,29,0,13.5
TXN_014830,2026-05-02 22:00:00,Dubai Hills,ApplePay,73.64,0,9,23,0,14.5
TXN_014831,2026-02-04 02:00:00,Al Barsha,ApplePay,250.55,0,25,44,0,22.5
TXN_014832,2026-05-27 03:00:00,Al Barsha,Aani_Instant,782.01,0,13,42,0,16.5
TXN_014833,2026-01-29 19:00:00,Al Barsha,Tabby_BNPL,637.64,0,30,40,0,25.0
TXN_014834,2026-03-19 14:00:00,Business Bay,Tabby_BNPL,367.26,0,18,26,1,19.0
TXN_014835,2026-03-08 09:00:00,Dubai Hills,Tabby_BNPL,197.78,0,11,38,1,15.5
TXN_014836,2026-01-27 20:00:00,Al Barsha,Aani_Instant,94.23,0,25,28,0,22.5
TXN_014837,2026-02-06 09:00:00,Dubai Marina,Credit_Card,136.36,0,32,35,0,26.0
TXN_014838,2026-02-23 14:00:00,International City,COD,194.13,0,28,40,1,24.0
TXN_014839,2026-03-04 16:00:00,JVC,ApplePay,54.49,0,24,45,1,22.0
TXN_014840,2026-03-18 20:00:00,Al Barsha,Tabby_BNPL,369.01,0,13,22,1,16.5
TXN_014841,2026-04-03 20:00:00,Al Barsha,Credit_Card,73.27,1,24,38,0,37.0
TXN_014842,2026-03-05 12:00:00,International City,ApplePay,578.77,0,19,46,1,19.5
TXN_014843,2026-02-20 12:00:00,Business Bay,COD,226.47,0,33,46,1,26.5
TXN_014844,2026-03-03 11:00:00,JVC,Aani_Instant,52.34,0,21,34,1,20.5
TXN_014845,2026-05-27 06:00:00,Dubai Marina,Aani_Instant,143.75,0,29,22,0,24.5
TXN_014846,2026-03-15 14:00:00,Al Barsha,Aani_Instant,108.91,1,23,32,1,36.5
TXN_014847,2026-05-13 08:00:00,Business Bay,Aani_Instant,330.04,0,21,43,0,20.5
TXN_014848,2026-02-19 08:00:00,Dubai Hills,Aani_Instant,189.22,0,31,33,1,25.5
TXN_014849,2026-03-17 16:00:00,Al Barsha,Tabby_BNPL,350.11,0,18,37,1,19.0
TXN_014850,2026-03-04 00:00:00,Business Bay,COD,542.61,1,7,34,1,28.5
TXN_014851,2026-01-02 23:00:00,JVC,COD,206.99,0,17,32,0,18.5
TXN_014852,2026-02-15 05:00:00,Dubai Marina,Tabby_BNPL,756.91,0,13,28,0,16.5
TXN_014853,2026-04-29 00:00:00,International City,COD,542.52,1,13,46,0,31.5
TXN_014854,2026-04-18 10:00:00,Business Bay,ApplePay,878.63,1,30,28,0,40.0
TXN_014855,2026-01-12 07:00:00,International City,Tabby_BNPL,56.21,1,15,44,0,32.5
TXN_014856,2026-01-30 14:00:00,JVC,Credit_Card,582.72,0,27,32,0,23.5
TXN_014857,2026-03-07 19:00:00,JVC,Credit_Card,121.43,0,16,48,1,18.0
TXN_014858,2026-02-02 11:00:00,International City,COD,223.82,1,33,35,0,41.5
TXN_014859,2026-05-10 23:00:00,Business Bay,ApplePay,786.22,1,10,24,0,30.0
TXN_014860,2026-05-17 17:00:00,International City,ApplePay,104.39,1,11,35,0,30.5
TXN_014861,2026-02-05 17:00:00,International City,Aani_Instant,86.73,0,8,41,0,14.0
TXN_014862,2026-02-01 01:00:00,Al Barsha,Aani_Instant,434.4,0,19,30,0,19.5
TXN_014863,2026-03-03 21:00:00,International City,ApplePay,146.44,0,7,27,1,13.5
TXN_014864,2026-01-16 15:00:00,Al Barsha,Credit_Card,69.73,0,23,28,0,21.5
TXN_014865,2026-01-14 16:00:00,JVC,Credit_Card,717.99,0,10,33,0,15.0
TXN_014866,2026-03-02 23:00:00,Dubai Marina,Aani_Instant,461.91,0,11,46,1,15.5
TXN_014867,2026-04-09 10:00:00,Al Barsha,COD,303.18,0,8,26,0,14.0
TXN_014868,2026-02-05 23:00:00,Al Barsha,Credit_Card,388.08,0,13,31,0,16.5
TXN_014869,2026-01-21 01:00:00,Al Barsha,COD,226.16,0,30,42,0,25.0
TXN_014870,2026-05-20 02:00:00,JVC,ApplePay,104.06,0,13,45,0,16.5
TXN_014871,2026-01-16 15:00:00,Dubai Hills,ApplePay,1030.03,0,29,28,0,24.5
TXN_014872,2026-03-19 13:00:00,Dubai Marina,ApplePay,248.35,0,5,45,1,12.5
TXN_014873,2026-01-12 20:00:00,International City,COD,74.37,1,34,45,0,42.0
TXN_014874,2026-01-14 18:00:00,Dubai Hills,Credit_Card,342.98,0,6,39,0,13.0
TXN_014875,2026-05-15 01:00:00,JVC,ApplePay,288.08,0,10,34,0,15.0
TXN_014876,2026-04-13 13:00:00,International City,Aani_Instant,302.61,0,5,41,0,12.5
TXN_014877,2026-04-03 17:00:00,Business Bay,Aani_Instant,342.19,0,7,26,0,13.5
TXN_014878,2026-01-19 12:00:00,Dubai Marina,COD,484.84,1,11,48,0,30.5
TXN_014879,2026-04-27 13:00:00,International City,COD,1084.87,0,20,39,0,20.0
TXN_014880,2026-01-27 19:00:00,Al Barsha,Tabby_BNPL,422.15,0,32,39,0,26.0
TXN_014881,2026-02-06 02:00:00,JVC,Aani_Instant,72.52,0,32,23,0,26.0
TXN_014882,2026-04-07 13:00:00,JVC,COD,183.05,0,31,34,0,25.5
TXN_014883,2026-05-13 09:00:00,Dubai Marina,ApplePay,163.27,0,28,43,0,24.0
TXN_014884,2026-02-21 18:00:00,International City,Aani_Instant,419.52,0,33,24,1,26.5
TXN_014885,2026-01-07 04:00:00,Al Barsha,ApplePay,932.86,0,25,35,0,22.5
TXN_014886,2026-01-13 21:00:00,International City,Tabby_BNPL,1141.17,1,10,36,0,30.0
TXN_014887,2026-03-01 12:00:00,International City,Aani_Instant,320.16,0,6,44,1,13.0
TXN_014888,2026-05-17 23:00:00,Al Barsha,Tabby_BNPL,309.73,0,20,48,0,20.0
TXN_014889,2026-05-20 01:00:00,Business Bay,COD,924.44,0,8,36,0,14.0
TXN_014890,2026-02-18 09:00:00,Dubai Marina,Aani_Instant,249.21,0,28,43,1,24.0
TXN_014891,2026-02-22 23:00:00,Al Barsha,ApplePay,1025.82,0,19,32,1,19.5
TXN_014892,2026-02-21 16:00:00,Dubai Marina,Tabby_BNPL,1372.91,0,12,29,1,16.0
TXN_014893,2026-01-29 21:00:00,Dubai Marina,Aani_Instant,729.59,0,19,23,0,19.5
TXN_014894,2026-05-01 18:00:00,Dubai Marina,Tabby_BNPL,195.47,0,16,39,0,18.0
TXN_014895,2026-05-21 07:00:00,JVC,COD,114.12,0,27,46,0,23.5
TXN_014896,2026-04-03 07:00:00,Business Bay,COD,124.92,1,11,25,0,30.5
TXN_014897,2026-04-04 06:00:00,JVC,Tabby_BNPL,270.06,0,7,22,0,13.5
TXN_014898,2026-04-02 08:00:00,Dubai Marina,ApplePay,107.36,0,33,48,0,26.5
TXN_014899,2026-04-11 08:00:00,Dubai Marina,ApplePay,409.1,0,27,23,0,23.5
TXN_014900,2026-01-14 19:00:00,JVC,ApplePay,581.59,0,31,39,0,25.5
TXN_014901,2026-05-17 01:00:00,Dubai Hills,Credit_Card,86.71,0,15,40,0,17.5
TXN_014902,2026-05-14 09:00:00,International City,COD,389.09,0,19,30,0,19.5
TXN_014903,2026-04-23 17:00:00,Dubai Marina,COD,904.46,0,7,32,0,13.5
TXN_014904,2026-05-09 20:00:00,Dubai Marina,Credit_Card,914.98,0,9,41,0,14.5
TXN_014905,2026-03-02 18:00:00,Al Barsha,Tabby_BNPL,553.58,0,32,45,1,26.0
TXN_014906,2026-03-11 23:00:00,International City,Aani_Instant,299.83,0,12,48,1,16.0
TXN_014907,2026-02-11 18:00:00,Dubai Marina,Credit_Card,149.61,0,21,24,0,20.5
TXN_014908,2026-05-07 04:00:00,International City,Aani_Instant,59.54,0,17,24,0,18.5
TXN_014909,2026-04-03 17:00:00,Business Bay,ApplePay,354.79,0,10,27,0,15.0
TXN_014910,2026-02-06 06:00:00,International City,ApplePay,186.36,0,14,46,0,17.0
TXN_014911,2026-01-03 08:00:00,Business Bay,Credit_Card,162.81,0,33,24,0,26.5
TXN_014912,2026-04-12 15:00:00,Al Barsha,Aani_Instant,218.92,0,32,40,0,26.0
TXN_014913,2026-01-05 11:00:00,International City,COD,98.6,0,17,32,0,18.5
TXN_014914,2026-04-18 10:00:00,Dubai Marina,COD,277.8,0,35,47,0,27.5
TXN_014915,2026-05-12 20:00:00,JVC,Tabby_BNPL,108.92,0,8,22,0,14.0
TXN_014916,2026-02-21 02:00:00,Dubai Marina,Aani_Instant,265.99,0,24,36,1,22.0
TXN_014917,2026-01-07 01:00:00,Business Bay,Aani_Instant,128.83,0,16,36,0,18.0
TXN_014918,2026-04-14 03:00:00,Dubai Hills,Tabby_BNPL,83.62,0,7,25,0,13.5
TXN_014919,2026-01-23 13:00:00,Business Bay,Tabby_BNPL,940.55,0,31,29,0,25.5
TXN_014920,2026-05-25 03:00:00,Dubai Hills,ApplePay,148.84,0,24,27,0,22.0
TXN_014921,2026-02-11 05:00:00,Dubai Hills,ApplePay,793.45,0,26,40,0,23.0
TXN_014922,2026-04-18 11:00:00,JVC,Tabby_BNPL,127.11,1,12,26,0,31.0
TXN_014923,2026-04-23 10:00:00,International City,Aani_Instant,251.45,0,9,22,0,14.5
TXN_014924,2026-01-24 00:00:00,JVC,COD,585.14,0,26,40,0,23.0
TXN_014925,2026-01-05 21:00:00,International City,ApplePay,142.65,0,32,42,0,26.0
TXN_014926,2026-03-22 19:00:00,Dubai Hills,Credit_Card,190.64,0,33,34,0,26.5
TXN_014927,2026-04-15 20:00:00,Dubai Marina,ApplePay,290.61,0,5,25,0,12.5
TXN_014928,2026-02-25 23:00:00,Al Barsha,Aani_Instant,234.29,0,31,44,1,25.5
TXN_014929,2026-02-22 21:00:00,Dubai Marina,Tabby_BNPL,85.29,0,19,42,1,19.5
TXN_014930,2026-02-19 03:00:00,Al Barsha,COD,363.99,0,34,26,1,27.0
TXN_014931,2026-01-15 00:00:00,JVC,ApplePay,56.83,0,10,39,0,15.0
TXN_014932,2026-01-08 20:00:00,Dubai Hills,Credit_Card,248.12,0,15,33,0,17.5
TXN_014933,2026-05-03 01:00:00,Dubai Hills,COD,293.2,0,26,28,0,23.0
TXN_014934,2026-03-16 19:00:00,Dubai Hills,Aani_Instant,154.79,0,14,27,1,17.0
TXN_014935,2026-01-27 03:00:00,JVC,COD,197.89,0,13,37,0,16.5
TXN_014936,2026-01-02 17:00:00,International City,COD,140.14,0,14,28,0,17.0
TXN_014937,2026-01-29 09:00:00,International City,COD,147.26,0,28,27,0,24.0
TXN_014938,2026-02-03 11:00:00,Al Barsha,ApplePay,211.06,0,30,37,0,25.0
TXN_014939,2026-05-28 08:00:00,Business Bay,Tabby_BNPL,524.66,0,13,38,0,16.5
TXN_014940,2026-04-14 13:00:00,Business Bay,ApplePay,616.26,0,9,48,0,14.5
TXN_014941,2026-04-06 06:00:00,International City,Aani_Instant,203.51,0,14,22,0,17.0
TXN_014942,2026-03-10 15:00:00,Al Barsha,Aani_Instant,695.86,0,21,44,1,20.5
TXN_014943,2026-02-01 11:00:00,Dubai Hills,Tabby_BNPL,511.67,0,35,31,0,27.5
TXN_014944,2026-01-07 15:00:00,International City,COD,124.55,0,31,25,0,25.5
TXN_014945,2026-04-10 10:00:00,JVC,Tabby_BNPL,222.18,0,34,22,0,27.0
TXN_014946,2026-03-20 21:00:00,Dubai Marina,Aani_Instant,261.85,0,9,39,0,14.5
TXN_014947,2026-02-09 08:00:00,Dubai Hills,ApplePay,649.52,0,14,36,0,17.0
TXN_014948,2026-02-11 01:00:00,Dubai Hills,Tabby_BNPL,334.86,0,11,44,0,15.5
TXN_014949,2026-02-17 14:00:00,Al Barsha,Credit_Card,376.89,0,24,37,0,22.0
TXN_014950,2026-04-06 07:00:00,International City,COD,320.1,1,27,29,0,38.5
TXN_014951,2026-03-14 01:00:00,Dubai Hills,COD,302.75,0,7,36,1,13.5
TXN_014952,2026-03-31 08:00:00,International City,COD,678.1,0,26,24,0,23.0
TXN_014953,2026-05-24 13:00:00,International City,COD,232.66,1,33,25,0,41.5
TXN_014954,2026-04-19 23:00:00,JVC,Aani_Instant,358.77,0,23,25,0,21.5
TXN_014955,2026-04-12 16:00:00,JVC,Credit_Card,715.58,1,29,42,0,39.5
TXN_014956,2026-01-10 19:00:00,International City,Aani_Instant,294.27,0,21,42,0,20.5
TXN_014957,2026-01-23 19:00:00,Al Barsha,ApplePay,311.65,0,17,31,0,18.5
TXN_014958,2026-04-06 02:00:00,International City,COD,260.0,0,5,44,0,12.5
TXN_014959,2026-05-21 14:00:00,International City,ApplePay,104.31,0,6,27,0,13.0
TXN_014960,2026-03-01 13:00:00,JVC,ApplePay,552.49,0,18,36,1,19.0
TXN_014961,2026-01-07 02:00:00,Dubai Marina,Aani_Instant,217.71,0,26,24,0,23.0
TXN_014962,2026-02-12 22:00:00,Dubai Hills,Tabby_BNPL,466.09,1,10,45,0,30.0
TXN_014963,2026-05-03 16:00:00,JVC,Aani_Instant,482.44,0,10,34,0,15.0
TXN_014964,2026-04-19 14:00:00,Business Bay,Aani_Instant,138.21,0,8,31,0,14.0
TXN_014965,2026-05-27 15:00:00,International City,COD,527.18,0,35,31,0,27.5
TXN_014966,2026-01-09 15:00:00,Dubai Hills,Aani_Instant,220.53,0,14,35,0,17.0
TXN_014967,2026-05-25 15:00:00,Dubai Hills,ApplePay,444.66,0,13,36,0,16.5
TXN_014968,2026-01-25 14:00:00,Dubai Hills,Tabby_BNPL,537.62,0,8,31,0,14.0
TXN_014969,2026-04-27 14:00:00,JVC,Tabby_BNPL,312.49,0,30,37,0,25.0
TXN_014970,2026-04-29 10:00:00,Al Barsha,Aani_Instant,157.05,0,24,27,0,22.0
TXN_014971,2026-05-29 04:00:00,Business Bay,Aani_Instant,362.53,0,8,42,0,14.0
TXN_014972,2026-05-12 22:00:00,International City,Aani_Instant,108.37,0,10,38,0,15.0
